transaction_id,transaction_time,amount,is_fraud,user_id,device_type,merchant_category,ip_country,entry_mode
2356,14-01-2024 22:44,51,0,4470,tablet,Electronics,US,Contactless
2357,14-01-2024 22:47,303,0,7699,web,Travel,DE,Contactless
2358,14-01-2024 23:00,409,0,7750,mobile,Travel,CA,Contactless
2359,14-01-2024 23:10,473,0,4855,mobile,Fashion,DE,Manual_Keyed
2360,14-01-2024 23:16,19,0,2984,web,Digital Goods,AU,Chip
2361,14-01-2024 23:18,29,0,1739,mobile,Electronics,CA,Contactless
2362,14-01-2024 23:25,47,0,2245,web,Fashion,AU,Contactless
2363,14-01-2024 23:37,383,0,7162,web,Digital Goods,US,Contactless
2364,14-01-2024 23:39,355,0,7394,mobile,Electronics,AU,Contactless
2365,14-01-2024 23:44,467,0,5344,tablet,Fashion,AU,Chip
2366,14-01-2024 23:47,221,0,4952,mobile,Travel,DE,Chip
2367,14-01-2024 23:49,483,0,4290,mobile,Digital Goods,CA,Contactless
2368,14-01-2024 23:52,267,0,1419,mobile,Digital Goods,US,Contactless
2369,15-01-2024 00:06,162,0,6067,mobile,Grocery,US,Contactless
2370,15-01-2024 00:10,143,0,7278,web,Grocery,CA,Chip
2371,15-01-2024 00:13,476,0,6396,web,Electronics,US,Contactless
2372,15-01-2024 00:24,83,0,5290,web,Fashion,UK,Contactless
2373,15-01-2024 00:29,399,0,7048,tablet,Electronics,US,Chip
2374,15-01-2024 00:35,203,0,5365,mobile,Fashion,US,Chip
2375,15-01-2024 00:49,2673,1,3905,web,Travel,AU,Manual_Keyed
2376,15-01-2024 01:02,273,0,7041,web,Fashion,AU,Contactless
2377,15-01-2024 01:16,68,0,6594,web,Digital Goods,US,Chip
2378,15-01-2024 01:30,343,0,3837,mobile,Digital Goods,AU,Contactless
2379,15-01-2024 01:33,226,0,4363,mobile,Electronics,DE,Chip
2380,15-01-2024 01:39,387,0,2955,mobile,Grocery,US,Contactless
2381,15-01-2024 01:52,443,0,3542,mobile,Digital Goods,UK,Chip
2382,15-01-2024 02:03,490,0,3840,mobile,Electronics,CA,Manual_Keyed
2383,15-01-2024 02:09,178,0,4880,tablet,Digital Goods,US,Chip
2384,15-01-2024 02:21,174,0,5896,mobile,Electronics,CA,Contactless
2385,15-01-2024 02:25,461,0,6750,web,Fashion,AU,Chip
2386,15-01-2024 02:33,2253,1,2700,mobile,Travel,UK,Manual_Keyed
2387,15-01-2024 02:46,326,0,7922,mobile,Travel,AU,Chip
2388,15-01-2024 02:50,149,0,1590,web,Grocery,US,Contactless
2389,15-01-2024 02:54,348,0,1924,tablet,Electronics,UK,Chip
2390,15-01-2024 03:03,405,0,5834,web,Fashion,US,Contactless
2391,15-01-2024 03:05,458,0,5507,mobile,Fashion,US,Contactless
2392,15-01-2024 03:13,404,0,3796,mobile,Grocery,DE,Contactless
2393,15-01-2024 03:20,193,0,6965,mobile,Grocery,CA,Contactless
2394,15-01-2024 03:27,264,0,1724,web,Grocery,US,Chip
2395,15-01-2024 03:40,210,0,4285,mobile,Digital Goods,UK,Contactless
2396,15-01-2024 03:48,51,0,4499,mobile,Travel,US,Chip
2397,15-01-2024 04:00,428,0,6646,tablet,Grocery,UK,Chip
2398,15-01-2024 04:06,362,0,1476,mobile,Travel,DE,Contactless
2399,15-01-2024 04:16,159,0,4567,mobile,Travel,US,Contactless
2400,15-01-2024 04:25,214,0,1783,mobile,Digital Goods,US,Chip
2401,15-01-2024 04:38,321,0,7955,web,Digital Goods,UK,Contactless
2402,15-01-2024 04:47,421,0,7069,web,Grocery,US,Chip
2403,15-01-2024 04:56,292,0,6257,tablet,Digital Goods,US,Chip
2404,15-01-2024 05:03,116,0,1557,mobile,Grocery,DE,Contactless
2405,15-01-2024 05:18,28,0,2670,mobile,Electronics,CA,Manual_Keyed
2406,15-01-2024 05:22,375,0,3668,mobile,Travel,DE,Contactless
2407,15-01-2024 05:25,375,0,3014,tablet,Electronics,US,Manual_Keyed
2408,15-01-2024 05:29,47,0,1706,mobile,Digital Goods,US,Chip
2409,15-01-2024 05:36,60,0,3863,mobile,Electronics,US,Contactless
2410,15-01-2024 05:47,33,0,5538,mobile,Electronics,US,Contactless
2411,15-01-2024 05:53,247,0,5920,web,Travel,US,Contactless
2412,15-01-2024 05:57,234,0,4007,mobile,Travel,US,Chip
2413,15-01-2024 06:08,19,0,7416,mobile,Electronics,US,Chip
2414,15-01-2024 06:20,225,0,7289,mobile,Electronics,US,Chip
2415,15-01-2024 06:30,92,0,7195,mobile,Electronics,AU,Chip
2416,15-01-2024 06:37,26,0,6228,mobile,Digital Goods,DE,Chip
2417,15-01-2024 06:40,332,0,2097,mobile,Travel,DE,Chip
2418,15-01-2024 06:45,63,0,7605,mobile,Electronics,DE,Chip
2419,15-01-2024 06:54,83,0,3980,mobile,Travel,US,Chip
2420,15-01-2024 07:06,105,0,4435,web,Digital Goods,US,Manual_Keyed
2421,15-01-2024 07:11,357,0,6743,mobile,Digital Goods,US,Chip
2422,15-01-2024 07:26,486,0,2300,web,Digital Goods,CA,Manual_Keyed
2423,15-01-2024 07:35,454,0,2170,tablet,Travel,UK,Contactless
2424,15-01-2024 07:38,93,0,4433,mobile,Fashion,UK,Chip
2425,15-01-2024 07:49,453,0,6681,web,Electronics,AU,Chip
2426,15-01-2024 07:54,216,0,3115,mobile,Digital Goods,US,Chip
2427,15-01-2024 07:56,112,0,4866,mobile,Digital Goods,CA,Manual_Keyed
2428,15-01-2024 08:01,491,0,7877,web,Electronics,US,Chip
2429,15-01-2024 08:04,101,0,6772,web,Digital Goods,US,Contactless
2430,15-01-2024 08:17,24,0,7686,tablet,Travel,CA,Contactless
2431,15-01-2024 08:29,293,0,1734,web,Travel,CA,Contactless
2432,15-01-2024 08:43,981,1,5885,mobile,Travel,DE,Manual_Keyed
2433,15-01-2024 08:50,153,0,5132,web,Electronics,UK,Contactless
2434,15-01-2024 08:57,2974,1,7970,web,Travel,CA,Manual_Keyed
2435,15-01-2024 09:09,215,0,1369,web,Digital Goods,US,Contactless
2436,15-01-2024 09:20,92,0,5534,mobile,Electronics,US,Chip
2437,15-01-2024 09:27,418,0,6260,mobile,Digital Goods,US,Chip
2438,15-01-2024 09:42,495,0,5094,mobile,Grocery,US,Contactless
2439,15-01-2024 09:51,34,0,2300,web,Digital Goods,AU,Contactless
2440,15-01-2024 10:00,296,0,3204,web,Grocery,UK,Chip
2441,15-01-2024 10:12,165,0,3297,mobile,Travel,DE,Contactless
2442,15-01-2024 10:24,389,0,4272,tablet,Electronics,US,Chip
2443,15-01-2024 10:34,19,0,4551,mobile,Fashion,CA,Manual_Keyed
2444,15-01-2024 10:38,1092,1,6189,tablet,Travel,US,Manual_Keyed
2445,15-01-2024 10:48,283,0,3597,mobile,Travel,CA,Contactless
2446,15-01-2024 10:58,109,0,5728,mobile,Travel,US,Contactless
2447,15-01-2024 11:12,381,0,2205,mobile,Grocery,UK,Contactless
2448,15-01-2024 11:22,120,0,5316,tablet,Electronics,UK,Contactless
2449,15-01-2024 11:24,50,0,3495,web,Electronics,US,Chip
2450,15-01-2024 11:31,250,0,5765,web,Travel,DE,Chip
2451,15-01-2024 11:36,53,0,2287,mobile,Fashion,DE,Chip
2452,15-01-2024 11:42,316,0,6783,tablet,Travel,US,Manual_Keyed
2453,15-01-2024 11:46,263,0,4718,mobile,Electronics,US,Chip
2454,15-01-2024 11:56,310,0,4921,tablet,Electronics,US,Contactless
2455,15-01-2024 12:01,335,0,1444,web,Fashion,DE,Chip
2456,15-01-2024 12:12,202,0,1651,web,Fashion,US,Chip
2457,15-01-2024 12:27,177,0,4812,web,Travel,US,Contactless
2458,15-01-2024 12:38,60,0,6325,tablet,Digital Goods,AU,Contactless
2459,15-01-2024 12:50,156,0,1697,mobile,Electronics,US,Manual_Keyed
2460,15-01-2024 12:53,166,0,6469,tablet,Fashion,US,Chip
2461,15-01-2024 13:08,304,0,1803,mobile,Electronics,US,Chip
2462,15-01-2024 13:17,187,0,2062,mobile,Electronics,UK,Manual_Keyed
2463,15-01-2024 13:32,469,0,5435,web,Fashion,US,Chip
2464,15-01-2024 13:37,359,0,2289,mobile,Travel,US,Chip
2465,15-01-2024 13:49,437,0,5943,mobile,Fashion,DE,Contactless
2466,15-01-2024 14:04,485,0,7944,mobile,Travel,CA,Contactless
2467,15-01-2024 14:06,165,0,4659,web,Digital Goods,AU,Contactless
2468,15-01-2024 14:19,326,0,7517,mobile,Digital Goods,UK,Contactless
2469,15-01-2024 14:33,222,0,3315,mobile,Fashion,US,Chip
2470,15-01-2024 14:46,138,0,1394,mobile,Digital Goods,US,Chip
2471,15-01-2024 14:54,287,0,5404,tablet,Electronics,CA,Manual_Keyed
2472,15-01-2024 15:09,349,0,2486,mobile,Fashion,US,Contactless
2473,15-01-2024 15:24,55,0,6301,mobile,Grocery,CA,Chip
2474,15-01-2024 15:38,397,0,4176,mobile,Electronics,US,Chip
2475,15-01-2024 15:45,74,0,2281,mobile,Digital Goods,AU,Contactless
2476,15-01-2024 15:56,32,0,5585,web,Digital Goods,US,Contactless
2477,15-01-2024 16:05,224,0,2565,tablet,Fashion,CA,Contactless
2478,15-01-2024 16:15,459,0,1533,mobile,Fashion,US,Chip
2479,15-01-2024 16:29,421,0,4519,mobile,Fashion,AU,Chip
2480,15-01-2024 16:34,74,0,4029,mobile,Grocery,US,Chip
2481,15-01-2024 16:43,395,0,1019,mobile,Fashion,DE,Manual_Keyed
2482,15-01-2024 16:48,260,0,1195,web,Travel,US,Contactless
2483,15-01-2024 17:03,228,0,7244,mobile,Travel,CA,Chip
2484,15-01-2024 17:13,387,0,5248,web,Digital Goods,US,Contactless
2485,15-01-2024 17:27,150,0,6740,web,Grocery,US,Contactless
2486,15-01-2024 17:33,386,0,6009,web,Fashion,US,Chip
2487,15-01-2024 17:47,215,0,7371,web,Fashion,AU,Manual_Keyed
2488,15-01-2024 17:58,210,0,1858,mobile,Travel,US,Contactless
2489,15-01-2024 18:06,20,0,2356,mobile,Fashion,DE,Chip
2490,15-01-2024 18:09,427,0,3558,mobile,Digital Goods,CA,Contactless
2491,15-01-2024 18:22,42,0,3263,web,Electronics,US,Chip
2492,15-01-2024 18:35,173,0,2187,web,Grocery,AU,Chip
2493,15-01-2024 18:46,173,0,6499,web,Travel,UK,Manual_Keyed
2494,15-01-2024 18:55,335,0,3486,web,Digital Goods,US,Manual_Keyed
2495,15-01-2024 19:08,444,0,4628,mobile,Fashion,US,Chip
2496,15-01-2024 19:12,135,0,2239,tablet,Travel,US,Manual_Keyed
2497,15-01-2024 19:17,490,0,5305,mobile,Electronics,AU,Contactless
2498,15-01-2024 19:31,33,0,2178,web,Grocery,AU,Chip
2499,15-01-2024 19:39,433,0,6882,web,Travel,US,Chip
2500,15-01-2024 19:52,80,0,1265,mobile,Grocery,CA,Chip
2501,15-01-2024 20:06,286,0,3718,mobile,Digital Goods,UK,Chip
2502,15-01-2024 20:16,80,0,5422,mobile,Electronics,UK,Contactless
2503,15-01-2024 20:20,288,0,1868,web,Digital Goods,US,Manual_Keyed
2504,15-01-2024 20:34,362,0,4408,mobile,Electronics,CA,Manual_Keyed
2505,15-01-2024 20:38,384,0,4733,tablet,Grocery,US,Contactless
2506,15-01-2024 20:52,191,0,4246,web,Digital Goods,US,Contactless
2507,15-01-2024 21:02,13,0,7714,web,Fashion,US,Manual_Keyed
2508,15-01-2024 21:15,368,0,5210,mobile,Travel,US,Chip
2509,15-01-2024 21:18,160,0,4932,mobile,Travel,AU,Contactless
2510,15-01-2024 21:24,420,0,3951,mobile,Travel,CA,Chip
2511,15-01-2024 21:36,96,0,1097,mobile,Electronics,CA,Chip
2512,15-01-2024 21:48,53,0,5788,tablet,Digital Goods,US,Chip
2513,15-01-2024 21:51,145,0,7066,tablet,Travel,US,Chip
2514,15-01-2024 22:03,171,0,4894,mobile,Electronics,US,Chip
2515,15-01-2024 22:14,62,0,2948,mobile,Fashion,DE,Chip
2516,15-01-2024 22:16,195,0,6624,web,Digital Goods,UK,Chip
2517,15-01-2024 22:25,382,0,3909,web,Travel,CA,Contactless
2518,15-01-2024 22:30,172,0,4232,mobile,Electronics,US,Contactless
2519,15-01-2024 22:42,36,0,4878,mobile,Electronics,US,Contactless
2520,15-01-2024 22:52,29,0,6205,web,Digital Goods,US,Contactless
2521,15-01-2024 22:55,293,0,2725,mobile,Electronics,CA,Manual_Keyed
2522,15-01-2024 23:09,168,0,1726,mobile,Grocery,DE,Chip
2523,15-01-2024 23:23,167,0,7169,mobile,Electronics,DE,Chip
2524,15-01-2024 23:36,376,0,1807,web,Digital Goods,US,Chip
2525,15-01-2024 23:41,421,0,2483,mobile,Grocery,AU,Chip
2526,15-01-2024 23:54,400,0,7461,web,Travel,CA,Chip
2527,16-01-2024 00:09,80,0,4603,web,Electronics,US,Contactless
2528,16-01-2024 00:18,404,0,2461,mobile,Electronics,US,Contactless
2529,16-01-2024 00:29,439,0,2996,mobile,Travel,DE,Contactless
2530,16-01-2024 00:40,80,0,4968,mobile,Grocery,DE,Chip
2531,16-01-2024 00:45,227,0,2664,mobile,Digital Goods,CA,Chip
2532,16-01-2024 00:59,195,0,7479,mobile,Fashion,US,Manual_Keyed
2533,16-01-2024 01:04,367,0,6220,mobile,Electronics,AU,Contactless
2534,16-01-2024 01:16,48,0,2388,web,Fashion,US,Contactless
2535,16-01-2024 01:23,397,0,4457,mobile,Travel,US,Chip
2536,16-01-2024 01:29,288,0,2634,mobile,Electronics,AU,Chip
2537,16-01-2024 01:43,453,0,2918,mobile,Grocery,DE,Chip
2538,16-01-2024 01:52,198,0,1224,web,Grocery,CA,Chip
2539,16-01-2024 01:58,208,0,1493,mobile,Digital Goods,US,Chip
2540,16-01-2024 02:04,163,0,2784,mobile,Fashion,CA,Contactless
2541,16-01-2024 02:15,456,0,6225,mobile,Travel,US,Chip
2542,16-01-2024 02:28,474,0,3241,mobile,Digital Goods,US,Contactless
2543,16-01-2024 02:34,299,0,2486,web,Electronics,US,Contactless
2544,16-01-2024 02:47,129,0,6758,mobile,Travel,AU,Chip
2545,16-01-2024 02:58,140,0,7363,mobile,Digital Goods,US,Chip
2546,16-01-2024 03:07,498,0,5837,web,Digital Goods,US,Chip
2547,16-01-2024 03:13,103,0,3579,mobile,Digital Goods,CA,Chip
2548,16-01-2024 03:16,285,0,4372,tablet,Digital Goods,US,Contactless
2549,16-01-2024 03:24,45,0,2267,tablet,Travel,UK,Contactless
2550,16-01-2024 03:37,185,0,4162,web,Electronics,US,Chip
2551,16-01-2024 03:40,198,0,3449,web,Digital Goods,US,Contactless
2552,16-01-2024 03:52,495,0,4805,mobile,Electronics,AU,Manual_Keyed
2553,16-01-2024 04:07,61,0,6020,mobile,Grocery,DE,Chip
2554,16-01-2024 04:17,297,0,3742,web,Digital Goods,US,Contactless
2555,16-01-2024 04:21,377,0,5347,mobile,Grocery,US,Chip
2556,16-01-2024 04:27,123,0,3041,mobile,Digital Goods,CA,Chip
2557,16-01-2024 04:39,23,0,2482,mobile,Grocery,US,Chip
2558,16-01-2024 04:42,466,0,1217,mobile,Electronics,UK,Contactless
2559,16-01-2024 04:54,31,0,4379,tablet,Grocery,AU,Manual_Keyed
2560,16-01-2024 05:03,118,0,2659,mobile,Digital Goods,CA,Chip
2561,16-01-2024 05:11,473,0,7324,mobile,Digital Goods,AU,Manual_Keyed
2562,16-01-2024 05:21,149,0,3773,tablet,Travel,UK,Contactless
2563,16-01-2024 05:27,218,0,1894,mobile,Fashion,AU,Manual_Keyed
2564,16-01-2024 05:32,249,0,4811,mobile,Travel,US,Manual_Keyed
2565,16-01-2024 05:35,204,0,7877,web,Travel,AU,Contactless
2566,16-01-2024 05:48,1238,1,4517,web,Travel,AU,Manual_Keyed
2567,16-01-2024 05:54,211,0,7282,web,Grocery,UK,Chip
2568,16-01-2024 06:08,41,0,4063,tablet,Fashion,UK,Contactless
2569,16-01-2024 06:20,456,0,4191,mobile,Fashion,AU,Contactless
2570,16-01-2024 06:25,323,0,3265,mobile,Travel,US,Contactless
2571,16-01-2024 06:40,270,0,6511,mobile,Grocery,AU,Manual_Keyed
2572,16-01-2024 06:52,278,0,5396,mobile,Electronics,US,Chip
2573,16-01-2024 07:00,302,0,7112,tablet,Grocery,US,Contactless
2574,16-01-2024 07:07,339,0,2703,mobile,Electronics,UK,Contactless
2575,16-01-2024 07:17,344,0,7923,web,Fashion,UK,Contactless
2576,16-01-2024 07:22,258,0,7457,web,Digital Goods,UK,Chip
2577,16-01-2024 07:33,46,0,1916,web,Electronics,UK,Contactless
2578,16-01-2024 07:47,376,0,4228,web,Fashion,US,Chip
2579,16-01-2024 07:55,411,0,4598,tablet,Digital Goods,DE,Chip
2580,16-01-2024 07:57,480,0,5542,mobile,Electronics,US,Chip
2581,16-01-2024 07:59,380,0,1533,mobile,Travel,DE,Contactless
2582,16-01-2024 08:05,216,0,6643,mobile,Fashion,AU,Contactless
2583,16-01-2024 08:16,216,0,5726,tablet,Travel,US,Chip
2584,16-01-2024 08:25,1276,1,2243,mobile,Travel,US,Manual_Keyed
2585,16-01-2024 08:36,492,0,7005,web,Electronics,US,Chip
2586,16-01-2024 08:46,256,0,4181,web,Digital Goods,AU,Contactless
2587,16-01-2024 08:48,88,0,3844,mobile,Fashion,US,Chip
2588,16-01-2024 09:00,492,0,1534,web,Digital Goods,UK,Chip
2589,16-01-2024 09:08,69,0,2125,mobile,Fashion,US,Chip
2590,16-01-2024 09:13,219,0,1402,web,Grocery,US,Contactless
2591,16-01-2024 09:25,445,0,2457,mobile,Electronics,US,Contactless
2592,16-01-2024 09:28,443,0,1643,web,Travel,US,Contactless
2593,16-01-2024 09:35,194,0,6736,mobile,Digital Goods,AU,Manual_Keyed
2594,16-01-2024 09:39,42,0,4715,mobile,Fashion,DE,Contactless
2595,16-01-2024 09:47,337,0,4234,mobile,Grocery,AU,Contactless
2596,16-01-2024 09:51,494,0,1983,web,Grocery,DE,Manual_Keyed
2597,16-01-2024 10:00,283,0,1439,web,Travel,US,Contactless
2598,16-01-2024 10:02,224,0,3352,mobile,Travel,US,Contactless
2599,16-01-2024 10:12,247,0,4429,mobile,Grocery,US,Chip
2600,16-01-2024 10:15,495,0,5770,mobile,Travel,US,Contactless
2601,16-01-2024 10:24,405,0,1351,mobile,Grocery,US,Contactless
2602,16-01-2024 10:36,85,0,4110,web,Fashion,CA,Contactless
2603,16-01-2024 10:47,484,0,4835,mobile,Travel,DE,Contactless
2604,16-01-2024 10:53,376,0,2844,web,Electronics,US,Chip
2605,16-01-2024 10:57,306,0,2906,mobile,Digital Goods,AU,Contactless
2606,16-01-2024 11:00,64,0,3581,web,Fashion,US,Chip
2607,16-01-2024 11:12,137,0,6812,mobile,Electronics,US,Chip
2608,16-01-2024 11:20,479,0,1537,mobile,Digital Goods,US,Chip
2609,16-01-2024 11:26,26,0,7914,mobile,Fashion,DE,Chip
2610,16-01-2024 11:40,38,0,4185,tablet,Travel,US,Manual_Keyed
2611,16-01-2024 11:49,166,0,3147,mobile,Grocery,DE,Chip
2612,16-01-2024 11:57,2954,1,5130,mobile,Travel,US,Manual_Keyed
2613,16-01-2024 12:03,222,0,3285,mobile,Fashion,US,Chip
2614,16-01-2024 12:17,364,0,3493,mobile,Grocery,UK,Chip
2615,16-01-2024 12:32,2017,1,3437,mobile,Travel,AU,Manual_Keyed
2616,16-01-2024 12:34,349,0,2744,mobile,Travel,DE,Contactless
2617,16-01-2024 12:45,294,0,4940,mobile,Travel,UK,Contactless
2618,16-01-2024 12:56,320,0,4848,mobile,Digital Goods,US,Contactless
2619,16-01-2024 13:03,88,0,5528,web,Travel,US,Chip
2620,16-01-2024 13:11,58,0,7120,mobile,Travel,DE,Chip
2621,16-01-2024 13:22,993,1,2229,web,Travel,AU,Manual_Keyed
2622,16-01-2024 13:34,615,1,6249,web,Travel,US,Manual_Keyed
2623,16-01-2024 13:41,142,0,5582,tablet,Digital Goods,CA,Chip
2624,16-01-2024 13:54,10,0,1923,mobile,Digital Goods,UK,Chip
2625,16-01-2024 13:57,49,0,4191,web,Travel,DE,Manual_Keyed
2626,16-01-2024 14:00,254,0,7936,web,Electronics,AU,Contactless
2627,16-01-2024 14:10,471,0,5888,mobile,Travel,US,Manual_Keyed
2628,16-01-2024 14:21,418,0,7597,web,Travel,CA,Chip
2629,16-01-2024 14:28,62,0,5423,mobile,Travel,US,Contactless
2630,16-01-2024 14:41,206,0,4255,mobile,Grocery,AU,Manual_Keyed
2631,16-01-2024 14:53,300,0,5217,tablet,Fashion,US,Chip
2632,16-01-2024 15:07,485,0,7182,mobile,Grocery,US,Contactless
2633,16-01-2024 15:11,172,0,6124,mobile,Fashion,US,Chip
2634,16-01-2024 15:24,230,0,7762,web,Digital Goods,US,Contactless
2635,16-01-2024 15:38,381,0,4402,mobile,Electronics,US,Manual_Keyed
2636,16-01-2024 15:52,1578,1,2927,web,Travel,CA,Manual_Keyed
2637,16-01-2024 15:58,274,0,5430,tablet,Fashion,US,Chip
2638,16-01-2024 16:01,442,0,7444,mobile,Grocery,CA,Chip
2639,16-01-2024 16:08,332,0,4013,tablet,Grocery,US,Contactless
2640,16-01-2024 16:14,189,0,4669,web,Fashion,AU,Contactless
2641,16-01-2024 16:27,122,0,3452,mobile,Travel,UK,Chip
2642,16-01-2024 16:32,115,0,7297,mobile,Travel,US,Contactless
2643,16-01-2024 16:46,53,0,5199,mobile,Fashion,US,Chip
2644,16-01-2024 16:55,218,0,5806,web,Digital Goods,CA,Contactless
2645,16-01-2024 17:01,408,0,2039,web,Travel,DE,Contactless
2646,16-01-2024 17:07,67,0,3773,mobile,Grocery,AU,Contactless
2647,16-01-2024 17:09,444,0,5100,web,Digital Goods,UK,Contactless
2648,16-01-2024 17:13,322,0,5358,mobile,Grocery,UK,Manual_Keyed
2649,16-01-2024 17:19,421,0,2274,tablet,Electronics,UK,Chip
2650,16-01-2024 17:27,328,0,3716,web,Travel,US,Chip
2651,16-01-2024 17:38,2283,1,4857,mobile,Travel,DE,Manual_Keyed
2652,16-01-2024 17:45,374,0,3286,web,Fashion,CA,Contactless
2653,16-01-2024 17:57,174,0,7360,mobile,Travel,CA,Chip
2654,16-01-2024 18:04,240,0,6846,web,Travel,UK,Contactless
2655,16-01-2024 18:07,187,0,3152,web,Digital Goods,US,Contactless
2656,16-01-2024 18:16,382,0,7494,mobile,Digital Goods,US,Contactless
2657,16-01-2024 18:19,48,0,3126,web,Travel,CA,Chip
2658,16-01-2024 18:30,176,0,4005,web,Fashion,US,Chip
2659,16-01-2024 18:43,314,0,1485,mobile,Fashion,UK,Contactless
2660,16-01-2024 18:58,366,0,4162,mobile,Fashion,US,Contactless
2661,16-01-2024 19:08,381,0,3848,web,Grocery,AU,Chip
2662,16-01-2024 19:13,31,0,6509,tablet,Grocery,US,Chip
2663,16-01-2024 19:24,2167,1,2964,mobile,Travel,US,Manual_Keyed
2664,16-01-2024 19:31,333,0,2278,mobile,Electronics,UK,Contactless
2665,16-01-2024 19:35,184,0,6846,mobile,Travel,US,Chip
2666,16-01-2024 19:46,48,0,3653,mobile,Electronics,DE,Manual_Keyed
2667,16-01-2024 19:56,234,0,1497,tablet,Travel,AU,Contactless
2668,16-01-2024 20:06,376,0,1749,web,Grocery,US,Contactless
2669,16-01-2024 20:19,410,0,4868,mobile,Digital Goods,UK,Chip
2670,16-01-2024 20:21,221,0,6341,web,Grocery,US,Contactless
2671,16-01-2024 20:31,169,0,7822,web,Digital Goods,US,Chip
2672,16-01-2024 20:37,330,0,6488,mobile,Digital Goods,US,Chip
2673,16-01-2024 20:51,489,0,3062,mobile,Digital Goods,AU,Chip
2674,16-01-2024 20:59,373,0,6403,mobile,Grocery,US,Contactless
2675,16-01-2024 21:13,159,0,6965,mobile,Electronics,US,Chip
2676,16-01-2024 21:28,78,0,1447,web,Electronics,DE,Chip
2677,16-01-2024 21:35,107,0,3664,mobile,Travel,DE,Chip
2678,16-01-2024 21:38,312,0,3596,mobile,Fashion,CA,Contactless
2679,16-01-2024 21:43,20,0,2198,web,Fashion,US,Chip
2680,16-01-2024 21:47,298,0,7342,mobile,Travel,DE,Chip
2681,16-01-2024 22:00,358,0,3892,mobile,Grocery,DE,Contactless
2682,16-01-2024 22:10,337,0,5484,web,Grocery,US,Contactless
2683,16-01-2024 22:14,289,0,7665,mobile,Electronics,CA,Chip
2684,16-01-2024 22:25,1917,1,6606,mobile,Travel,CA,Manual_Keyed
2685,16-01-2024 22:30,113,0,7455,mobile,Fashion,US,Chip
2686,16-01-2024 22:34,148,0,2871,web,Fashion,US,Manual_Keyed
2687,16-01-2024 22:43,2883,1,7289,web,Travel,CA,Manual_Keyed
2688,16-01-2024 22:54,335,0,4196,tablet,Digital Goods,US,Manual_Keyed
2689,16-01-2024 23:03,119,0,1429,web,Fashion,US,Chip
2690,16-01-2024 23:11,438,0,5904,mobile,Digital Goods,US,Chip
2691,16-01-2024 23:25,233,0,7889,mobile,Travel,US,Chip
2692,16-01-2024 23:37,130,0,3420,mobile,Digital Goods,DE,Chip
2693,16-01-2024 23:51,192,0,6000,web,Grocery,UK,Chip
2694,16-01-2024 23:57,110,0,1587,tablet,Travel,AU,Chip
2695,17-01-2024 00:11,327,0,2254,web,Digital Goods,AU,Contactless
2696,17-01-2024 00:26,51,0,2347,mobile,Digital Goods,US,Chip
2697,17-01-2024 00:30,45,0,5181,mobile,Electronics,CA,Chip
2698,17-01-2024 00:44,36,0,5206,web,Electronics,US,Contactless
2699,17-01-2024 00:59,169,0,4938,web,Travel,DE,Contactless
2700,17-01-2024 01:08,247,0,4544,web,Fashion,US,Chip
2701,17-01-2024 01:15,230,0,6637,mobile,Travel,UK,Contactless
2702,17-01-2024 01:17,276,0,7270,mobile,Travel,US,Chip
2703,17-01-2024 01:23,265,0,3418,mobile,Digital Goods,US,Chip
2704,17-01-2024 01:25,414,0,6782,mobile,Fashion,US,Chip
2705,17-01-2024 01:30,136,0,5935,mobile,Digital Goods,US,Chip
2706,17-01-2024 01:39,362,0,2572,mobile,Digital Goods,US,Chip
2707,17-01-2024 01:47,2425,1,2462,web,Travel,US,Manual_Keyed
2708,17-01-2024 02:01,53,0,1118,mobile,Grocery,US,Chip
2709,17-01-2024 02:11,380,0,3310,mobile,Digital Goods,US,Chip
2710,17-01-2024 02:20,416,0,7732,mobile,Travel,DE,Chip
2711,17-01-2024 02:26,424,0,6746,mobile,Electronics,US,Manual_Keyed
2712,17-01-2024 02:33,372,0,6298,web,Grocery,US,Contactless
2713,17-01-2024 02:42,69,0,6145,web,Digital Goods,US,Contactless
2714,17-01-2024 02:56,480,0,2076,mobile,Digital Goods,US,Chip
2715,17-01-2024 03:10,170,0,5192,mobile,Travel,US,Manual_Keyed
2716,17-01-2024 03:25,360,0,1674,mobile,Travel,US,Chip
2717,17-01-2024 03:30,344,0,5598,mobile,Electronics,DE,Chip
2718,17-01-2024 03:43,435,0,3312,mobile,Grocery,UK,Contactless
2719,17-01-2024 03:55,435,0,7215,mobile,Travel,DE,Contactless
2720,17-01-2024 04:03,493,0,2269,web,Fashion,US,Contactless
2721,17-01-2024 04:07,61,0,1560,mobile,Fashion,US,Manual_Keyed
2722,17-01-2024 04:20,314,0,6133,mobile,Grocery,CA,Chip
2723,17-01-2024 04:27,351,0,4801,mobile,Grocery,UK,Contactless
2724,17-01-2024 04:30,362,0,3324,mobile,Digital Goods,US,Manual_Keyed
2725,17-01-2024 04:42,227,0,5855,mobile,Electronics,US,Contactless
2726,17-01-2024 04:46,35,0,4174,tablet,Grocery,UK,Contactless
2727,17-01-2024 04:50,407,0,5515,web,Fashion,AU,Contactless
2728,17-01-2024 04:57,123,0,5576,mobile,Travel,UK,Contactless
2729,17-01-2024 05:03,162,0,6180,web,Grocery,CA,Contactless
