transaction_id,transaction_time,amount,user_id,device_type,merchant_category,ip_country,entry_mode
8332,2024-02-13 23:21:00,487,2738,web,Grocery,AU,Chip
8333,2024-02-13 23:24:00,466,5115,tablet,Digital Goods,US,Chip
8334,2024-02-13 23:37:00,15,1623,mobile,Travel,AU,Contactless
8335,2024-02-13 23:38:00,62,2871,mobile,Digital Goods,DE,Manual_Keyed
8336,2024-02-13 23:39:00,79,2871,mobile,Digital Goods,CA,Manual_Keyed
8337,2024-02-13 23:39:00,57,2871,mobile,Digital Goods,CA,Manual_Keyed
8338,2024-02-13 23:40:00,80,2871,mobile,Digital Goods,UK,Manual_Keyed
8339,2024-02-13 23:40:00,72,2871,mobile,Digital Goods,DE,Manual_Keyed
8340,2024-02-13 23:41:00,81,2871,mobile,Digital Goods,AU,Manual_Keyed
8341,2024-02-13 23:54:00,255,1692,mobile,Travel,AU,Chip
8342,2024-02-13 23:58:00,405,4576,mobile,Grocery,US,Contactless
8343,2024-02-14 00:13:00,447,1514,mobile,Digital Goods,US,Chip
8344,2024-02-14 00:21:00,234,1886,tablet,Electronics,US,Manual_Keyed
8345,2024-02-14 00:33:00,117,1968,mobile,Grocery,UK,Manual_Keyed
8346,2024-02-14 00:45:00,204,2845,web,Travel,CA,Contactless
8347,2024-02-14 00:47:00,125,3141,tablet,Grocery,US,Contactless
8348,2024-02-14 00:58:00,385,4098,web,Fashion,US,Chip
8349,2024-02-14 01:06:00,52,5460,mobile,Fashion,US,Chip
8350,2024-02-14 01:06:00,68,2009,mobile,Digital Goods,AU,Manual_Keyed
8351,2024-02-14 01:07:00,83,2009,mobile,Digital Goods,UK,Manual_Keyed
8352,2024-02-14 01:08:00,68,2009,mobile,Digital Goods,AU,Manual_Keyed
8353,2024-02-14 01:23:00,63,2817,mobile,Electronics,US,Chip
8354,2024-02-14 01:23:00,66,5957,mobile,Digital Goods,AU,Manual_Keyed
8355,2024-02-14 01:24:00,67,5957,mobile,Digital Goods,AU,Manual_Keyed
8356,2024-02-14 01:25:00,59,5957,mobile,Digital Goods,DE,Manual_Keyed
8357,2024-02-14 01:25:00,85,5957,mobile,Digital Goods,UK,Manual_Keyed
8358,2024-02-14 01:26:00,65,5957,mobile,Digital Goods,DE,Manual_Keyed
8359,2024-02-14 01:27:00,83,5957,mobile,Digital Goods,AU,Manual_Keyed
8360,2024-02-14 01:27:00,59,5957,mobile,Digital Goods,UK,Manual_Keyed
8361,2024-02-14 01:34:00,337,7779,mobile,Digital Goods,US,Contactless
8362,2024-02-14 01:37:00,433,3768,mobile,Travel,CA,Contactless
8363,2024-02-14 01:43:00,215,3566,mobile,Fashion,US,Contactless
8364,2024-02-14 01:44:00,88,5208,mobile,Digital Goods,CA,Manual_Keyed
8365,2024-02-14 01:44:00,88,5208,mobile,Digital Goods,DE,Manual_Keyed
8366,2024-02-14 01:45:00,87,5208,mobile,Digital Goods,CA,Manual_Keyed
8367,2024-02-14 01:50:00,156,1766,mobile,Electronics,DE,Chip
8368,2024-02-14 02:02:00,490,1777,mobile,Fashion,DE,Chip
8369,2024-02-14 02:11:00,320,5712,web,Digital Goods,CA,Chip
8370,2024-02-14 02:12:00,55,7010,mobile,Digital Goods,CA,Manual_Keyed
8371,2024-02-14 02:12:00,88,7010,mobile,Digital Goods,CA,Manual_Keyed
8372,2024-02-14 02:13:00,69,7010,mobile,Digital Goods,AU,Manual_Keyed
8373,2024-02-14 02:13:00,78,7010,mobile,Digital Goods,DE,Manual_Keyed
8374,2024-02-14 02:14:00,65,7010,mobile,Digital Goods,UK,Manual_Keyed
8375,2024-02-14 02:14:00,51,7010,mobile,Digital Goods,DE,Manual_Keyed
8376,2024-02-14 02:15:00,89,7010,mobile,Digital Goods,CA,Manual_Keyed
8377,2024-02-14 02:15:00,84,2902,mobile,Digital Goods,CA,Manual_Keyed
8378,2024-02-14 02:16:00,85,2902,mobile,Digital Goods,AU,Manual_Keyed
8379,2024-02-14 02:16:00,69,2902,mobile,Digital Goods,AU,Manual_Keyed
8380,2024-02-14 02:17:00,88,2902,mobile,Digital Goods,DE,Manual_Keyed
8381,2024-02-14 02:18:00,54,2902,mobile,Digital Goods,CA,Manual_Keyed
8382,2024-02-14 02:27:00,219,6710,web,Electronics,AU,Contactless
8383,2024-02-14 02:39:00,256,3559,mobile,Travel,CA,Chip
8384,2024-02-14 02:47:00,263,7941,mobile,Travel,US,Contactless
8385,2024-02-14 02:50:00,163,7694,web,Fashion,AU,Chip
8386,2024-02-14 02:53:00,327,5625,web,Digital Goods,AU,Chip
8387,2024-02-14 02:57:00,140,7441,mobile,Grocery,AU,Contactless
8388,2024-02-14 03:01:00,126,5339,mobile,Electronics,CA,Contactless
8389,2024-02-14 03:15:00,413,2885,web,Grocery,AU,Contactless
8390,2024-02-14 03:30:00,264,2435,mobile,Grocery,AU,Chip
8391,2024-02-14 03:44:00,434,4580,tablet,Fashion,AU,Manual_Keyed
8392,2024-02-14 03:48:00,382,2099,tablet,Travel,CA,Contactless
8393,2024-02-14 04:00:00,274,5509,web,Travel,CA,Contactless
8394,2024-02-14 04:09:00,432,3217,web,Grocery,UK,Chip
8395,2024-02-14 04:09:00,73,6110,mobile,Digital Goods,UK,Manual_Keyed
8396,2024-02-14 04:10:00,69,6110,mobile,Digital Goods,DE,Manual_Keyed
8397,2024-02-14 04:11:00,85,6110,mobile,Digital Goods,DE,Manual_Keyed
8398,2024-02-14 04:11:00,84,6110,mobile,Digital Goods,CA,Manual_Keyed
8399,2024-02-14 04:12:00,67,3870,mobile,Digital Goods,CA,Manual_Keyed
8400,2024-02-14 04:12:00,66,3870,mobile,Digital Goods,CA,Manual_Keyed
8401,2024-02-14 04:13:00,56,3870,mobile,Digital Goods,AU,Manual_Keyed
8402,2024-02-14 04:13:00,86,3870,mobile,Digital Goods,UK,Manual_Keyed
8403,2024-02-14 04:17:00,52,4834,web,Electronics,DE,Contactless
8404,2024-02-14 04:18:00,59,7523,mobile,Digital Goods,AU,Manual_Keyed
8405,2024-02-14 04:19:00,59,7523,mobile,Digital Goods,UK,Manual_Keyed
8406,2024-02-14 04:19:00,55,7523,mobile,Digital Goods,DE,Manual_Keyed
8407,2024-02-14 04:20:00,72,7523,mobile,Digital Goods,CA,Manual_Keyed
8408,2024-02-14 04:20:00,50,7523,mobile,Digital Goods,CA,Manual_Keyed
8409,2024-02-14 04:21:00,77,7523,mobile,Digital Goods,UK,Manual_Keyed
8410,2024-02-14 04:26:00,232,5958,web,Fashion,DE,Manual_Keyed
8411,2024-02-14 04:27:00,53,3669,mobile,Digital Goods,AU,Manual_Keyed
8412,2024-02-14 04:28:00,67,3669,mobile,Digital Goods,UK,Manual_Keyed
8413,2024-02-14 04:28:00,55,3669,mobile,Digital Goods,DE,Manual_Keyed
8414,2024-02-14 04:41:00,477,6528,mobile,Travel,US,Contactless
8415,2024-02-14 04:54:00,43,4842,web,Grocery,DE,Contactless
8416,2024-02-14 04:59:00,334,3881,mobile,Grocery,UK,Contactless
8417,2024-02-14 05:09:00,442,4964,mobile,Digital Goods,US,Manual_Keyed
8418,2024-02-14 05:13:00,100,2946,tablet,Digital Goods,DE,Contactless
8419,2024-02-14 05:17:00,292,5224,mobile,Electronics,US,Contactless
8420,2024-02-14 05:30:00,136,7719,tablet,Travel,UK,Contactless
8421,2024-02-14 05:36:00,272,3849,mobile,Travel,DE,Contactless
8422,2024-02-14 05:46:00,272,4411,mobile,Electronics,US,Chip
8423,2024-02-14 05:47:00,59,3960,mobile,Digital Goods,DE,Manual_Keyed
8424,2024-02-14 05:47:00,87,3960,mobile,Digital Goods,CA,Manual_Keyed
8425,2024-02-14 05:48:00,78,3960,mobile,Digital Goods,AU,Manual_Keyed
8426,2024-02-14 05:49:00,78,3960,mobile,Digital Goods,UK,Manual_Keyed
8427,2024-02-14 05:49:00,60,3960,mobile,Digital Goods,UK,Manual_Keyed
8428,2024-02-14 05:53:00,312,1916,web,Grocery,US,Chip
8429,2024-02-14 05:56:00,137,6811,mobile,Grocery,US,Manual_Keyed
8430,2024-02-14 06:06:00,455,2596,mobile,Fashion,US,Chip
8431,2024-02-14 06:07:00,80,6562,mobile,Digital Goods,DE,Manual_Keyed
8432,2024-02-14 06:07:00,69,6562,mobile,Digital Goods,AU,Manual_Keyed
8433,2024-02-14 06:08:00,82,6562,mobile,Digital Goods,DE,Manual_Keyed
8434,2024-02-14 06:08:00,51,6562,mobile,Digital Goods,AU,Manual_Keyed
8435,2024-02-14 06:12:00,31,2386,mobile,Travel,US,Contactless
8436,2024-02-14 06:13:00,53,3098,mobile,Digital Goods,AU,Manual_Keyed
8437,2024-02-14 06:13:00,50,3098,mobile,Digital Goods,CA,Manual_Keyed
8438,2024-02-14 06:14:00,60,3098,mobile,Digital Goods,AU,Manual_Keyed
8439,2024-02-14 06:27:00,315,5977,mobile,Electronics,US,Contactless
8440,2024-02-14 06:35:00,262,4208,mobile,Electronics,UK,Chip
8441,2024-02-14 06:45:00,23,7843,web,Electronics,US,Manual_Keyed
8442,2024-02-14 06:50:00,179,4015,tablet,Fashion,US,Contactless
8443,2024-02-14 06:56:00,137,4171,mobile,Grocery,US,Chip
8444,2024-02-14 07:00:00,299,2299,web,Digital Goods,US,Contactless
8445,2024-02-14 07:10:00,238,5218,mobile,Grocery,US,Chip
8446,2024-02-14 07:11:00,86,7815,mobile,Digital Goods,CA,Manual_Keyed
8447,2024-02-14 07:11:00,75,7815,mobile,Digital Goods,UK,Manual_Keyed
8448,2024-02-14 07:12:00,85,7815,mobile,Digital Goods,DE,Manual_Keyed
8449,2024-02-14 07:13:00,77,7815,mobile,Digital Goods,DE,Manual_Keyed
8450,2024-02-14 07:14:00,79,7815,mobile,Digital Goods,UK,Manual_Keyed
8451,2024-02-14 07:15:00,87,7815,mobile,Digital Goods,AU,Manual_Keyed
8452,2024-02-14 07:16:00,75,7815,mobile,Digital Goods,CA,Manual_Keyed
8453,2024-02-14 07:24:00,284,6115,web,Fashion,DE,Contactless
8454,2024-02-14 07:32:00,420,6758,web,Travel,DE,Manual_Keyed
8455,2024-02-14 07:37:00,2928,5534,mobile,Travel,CA,Manual_Keyed
8456,2024-02-14 07:37:00,70,7265,mobile,Digital Goods,AU,Manual_Keyed
8457,2024-02-14 07:38:00,50,7265,mobile,Digital Goods,UK,Manual_Keyed
8458,2024-02-14 07:38:00,67,7265,mobile,Digital Goods,CA,Manual_Keyed
8459,2024-02-14 07:47:00,403,3542,tablet,Digital Goods,UK,Chip
8460,2024-02-14 07:49:00,122,1105,web,Grocery,US,Contactless
8461,2024-02-14 08:04:00,195,2597,tablet,Digital Goods,UK,Chip
8462,2024-02-14 08:14:00,251,4455,web,Fashion,US,Contactless
8463,2024-02-14 08:27:00,483,7098,web,Fashion,US,Chip
8464,2024-02-14 08:31:00,1165,2452,mobile,Travel,UK,Manual_Keyed
8465,2024-02-14 08:42:00,87,1098,mobile,Grocery,US,Contactless
8466,2024-02-14 08:43:00,51,6576,mobile,Digital Goods,CA,Manual_Keyed
8467,2024-02-14 08:44:00,50,6576,mobile,Digital Goods,UK,Manual_Keyed
8468,2024-02-14 08:45:00,67,6576,mobile,Digital Goods,UK,Manual_Keyed
8469,2024-02-14 08:45:00,59,6576,mobile,Digital Goods,UK,Manual_Keyed
8470,2024-02-14 08:46:00,56,6576,mobile,Digital Goods,DE,Manual_Keyed
8471,2024-02-14 08:56:00,485,4336,tablet,Electronics,US,Chip
8472,2024-02-14 09:06:00,376,5780,mobile,Travel,AU,Contactless
8473,2024-02-14 09:18:00,83,7314,web,Electronics,DE,Contactless
8474,2024-02-14 09:18:00,87,1644,mobile,Digital Goods,UK,Manual_Keyed
8475,2024-02-14 09:19:00,73,1644,mobile,Digital Goods,UK,Manual_Keyed
8476,2024-02-14 09:20:00,66,1644,mobile,Digital Goods,DE,Manual_Keyed
8477,2024-02-14 09:21:00,64,1644,mobile,Digital Goods,UK,Manual_Keyed
8478,2024-02-14 09:21:00,71,1644,mobile,Digital Goods,DE,Manual_Keyed
8479,2024-02-14 09:21:00,86,1644,mobile,Digital Goods,AU,Manual_Keyed
8480,2024-02-14 09:34:00,46,4326,mobile,Electronics,US,Chip
8481,2024-02-14 09:42:00,118,3480,mobile,Grocery,UK,Chip
8482,2024-02-14 09:50:00,135,3383,web,Digital Goods,CA,Contactless
8483,2024-02-14 09:55:00,628,1318,web,Travel,US,Manual_Keyed
8484,2024-02-14 10:06:00,217,4880,mobile,Digital Goods,AU,Contactless
8485,2024-02-14 10:18:00,162,5714,web,Travel,US,Chip
8486,2024-02-14 10:19:00,68,7131,mobile,Digital Goods,AU,Manual_Keyed
8487,2024-02-14 10:19:00,84,7131,mobile,Digital Goods,AU,Manual_Keyed
8488,2024-02-14 10:20:00,83,7131,mobile,Digital Goods,AU,Manual_Keyed
8489,2024-02-14 10:21:00,81,7131,mobile,Digital Goods,UK,Manual_Keyed
8490,2024-02-14 10:30:00,60,4786,tablet,Travel,DE,Contactless
8491,2024-02-14 10:38:00,270,7544,web,Grocery,US,Contactless
8492,2024-02-14 10:44:00,81,6801,web,Grocery,US,Chip
8493,2024-02-14 10:46:00,301,4527,web,Grocery,CA,Chip
8494,2024-02-14 10:57:00,1251,2798,web,Travel,UK,Manual_Keyed
8495,2024-02-14 10:57:00,54,4889,mobile,Digital Goods,AU,Manual_Keyed
8496,2024-02-14 10:58:00,75,4889,mobile,Digital Goods,DE,Manual_Keyed
8497,2024-02-14 10:59:00,80,4889,mobile,Digital Goods,DE,Manual_Keyed
8498,2024-02-14 10:59:00,84,4889,mobile,Digital Goods,CA,Manual_Keyed
8499,2024-02-14 11:07:00,42,7181,mobile,Travel,US,Manual_Keyed
8500,2024-02-14 11:08:00,84,6791,mobile,Digital Goods,DE,Manual_Keyed
8501,2024-02-14 11:08:00,89,6791,mobile,Digital Goods,CA,Manual_Keyed
8502,2024-02-14 11:09:00,86,6791,mobile,Digital Goods,AU,Manual_Keyed
8503,2024-02-14 11:10:00,59,6791,mobile,Digital Goods,DE,Manual_Keyed
8504,2024-02-14 11:17:00,253,1823,mobile,Digital Goods,US,Chip
8505,2024-02-14 11:17:00,53,6067,mobile,Digital Goods,CA,Manual_Keyed
8506,2024-02-14 11:18:00,52,6067,mobile,Digital Goods,DE,Manual_Keyed
8507,2024-02-14 11:19:00,71,6067,mobile,Digital Goods,CA,Manual_Keyed
8508,2024-02-14 11:20:00,57,6067,mobile,Digital Goods,DE,Manual_Keyed
8509,2024-02-14 11:20:00,59,1655,mobile,Digital Goods,UK,Manual_Keyed
8510,2024-02-14 11:21:00,69,1655,mobile,Digital Goods,AU,Manual_Keyed
8511,2024-02-14 11:21:00,68,1655,mobile,Digital Goods,DE,Manual_Keyed
8512,2024-02-14 11:22:00,65,1655,mobile,Digital Goods,CA,Manual_Keyed
8513,2024-02-14 11:23:00,52,1655,mobile,Digital Goods,CA,Manual_Keyed
8514,2024-02-14 11:23:00,75,1655,mobile,Digital Goods,DE,Manual_Keyed
8515,2024-02-14 11:37:00,486,7084,mobile,Grocery,US,Contactless
8516,2024-02-14 11:44:00,60,2860,mobile,Travel,DE,Contactless
8517,2024-02-14 11:45:00,75,2773,mobile,Digital Goods,AU,Manual_Keyed
8518,2024-02-14 11:46:00,82,2773,mobile,Digital Goods,AU,Manual_Keyed
8519,2024-02-14 11:46:00,53,2773,mobile,Digital Goods,UK,Manual_Keyed
8520,2024-02-14 11:46:00,75,2773,mobile,Digital Goods,CA,Manual_Keyed
8521,2024-02-14 11:47:00,77,2773,mobile,Digital Goods,CA,Manual_Keyed
8522,2024-02-14 11:59:00,184,2535,mobile,Grocery,CA,Contactless
8523,2024-02-14 12:09:00,27,4088,web,Electronics,US,Manual_Keyed
8524,2024-02-14 12:19:00,380,2509,mobile,Travel,AU,Chip
8525,2024-02-14 12:31:00,146,6881,mobile,Grocery,DE,Contactless
8526,2024-02-14 12:34:00,108,4162,mobile,Digital Goods,US,Chip
8527,2024-02-14 12:41:00,314,7001,mobile,Digital Goods,US,Contactless
8528,2024-02-14 12:41:00,76,6812,mobile,Digital Goods,CA,Manual_Keyed
8529,2024-02-14 12:42:00,55,6812,mobile,Digital Goods,UK,Manual_Keyed
8530,2024-02-14 12:43:00,70,6812,mobile,Digital Goods,AU,Manual_Keyed
8531,2024-02-14 12:43:00,55,6812,mobile,Digital Goods,CA,Manual_Keyed
8532,2024-02-14 12:44:00,74,6812,mobile,Digital Goods,UK,Manual_Keyed
8533,2024-02-14 12:44:00,68,2885,mobile,Digital Goods,DE,Manual_Keyed
8534,2024-02-14 12:45:00,83,2885,mobile,Digital Goods,CA,Manual_Keyed
8535,2024-02-14 12:46:00,66,2885,mobile,Digital Goods,UK,Manual_Keyed
8536,2024-02-14 12:46:00,71,2885,mobile,Digital Goods,CA,Manual_Keyed
8537,2024-02-14 12:47:00,77,2885,mobile,Digital Goods,AU,Manual_Keyed
8538,2024-02-14 12:48:00,84,2885,mobile,Digital Goods,DE,Manual_Keyed
8539,2024-02-14 12:48:00,84,2885,mobile,Digital Goods,CA,Manual_Keyed
8540,2024-02-14 12:56:00,189,7624,mobile,Electronics,AU,Chip
8541,2024-02-14 13:02:00,49,2884,mobile,Digital Goods,UK,Contactless
8542,2024-02-14 13:03:00,79,3212,mobile,Digital Goods,DE,Manual_Keyed
8543,2024-02-14 13:03:00,51,3212,mobile,Digital Goods,UK,Manual_Keyed
8544,2024-02-14 13:04:00,66,3212,mobile,Digital Goods,DE,Manual_Keyed
8545,2024-02-14 13:05:00,59,3212,mobile,Digital Goods,AU,Manual_Keyed
8546,2024-02-14 13:05:00,50,3212,mobile,Digital Goods,DE,Manual_Keyed
8547,2024-02-14 13:06:00,57,3212,mobile,Digital Goods,UK,Manual_Keyed
8548,2024-02-14 13:14:00,2901,4306,web,Travel,AU,Manual_Keyed
8549,2024-02-14 13:24:00,237,6321,mobile,Fashion,US,Contactless
8550,2024-02-14 13:33:00,87,7474,tablet,Electronics,US,Contactless
8551,2024-02-14 13:44:00,489,1711,mobile,Travel,US,Chip
8552,2024-02-14 13:58:00,390,4464,tablet,Digital Goods,US,Contactless
8553,2024-02-14 14:10:00,246,4867,mobile,Fashion,UK,Contactless
8554,2024-02-14 14:18:00,12,1550,web,Grocery,UK,Contactless
8555,2024-02-14 14:29:00,493,7922,mobile,Grocery,AU,Contactless
8556,2024-02-14 14:30:00,86,7951,mobile,Digital Goods,AU,Manual_Keyed
8557,2024-02-14 14:31:00,73,7951,mobile,Digital Goods,CA,Manual_Keyed
8558,2024-02-14 14:32:00,80,7951,mobile,Digital Goods,CA,Manual_Keyed
8559,2024-02-14 14:39:00,287,7371,web,Digital Goods,AU,Chip
8560,2024-02-14 14:45:00,482,1245,mobile,Grocery,UK,Chip
8561,2024-02-14 14:57:00,349,2665,web,Fashion,AU,Chip
8562,2024-02-14 15:00:00,195,2081,mobile,Fashion,CA,Contactless
8563,2024-02-14 15:08:00,166,2713,mobile,Fashion,CA,Chip
8564,2024-02-14 15:18:00,455,6438,web,Electronics,UK,Contactless
8565,2024-02-14 15:19:00,59,2625,mobile,Digital Goods,UK,Manual_Keyed
8566,2024-02-14 15:19:00,60,2625,mobile,Digital Goods,UK,Manual_Keyed
8567,2024-02-14 15:20:00,61,2625,mobile,Digital Goods,AU,Manual_Keyed
8568,2024-02-14 15:21:00,71,2625,mobile,Digital Goods,DE,Manual_Keyed
8569,2024-02-14 15:21:00,77,2625,mobile,Digital Goods,CA,Manual_Keyed
8570,2024-02-14 15:22:00,68,2945,mobile,Digital Goods,DE,Manual_Keyed
8571,2024-02-14 15:23:00,54,2945,mobile,Digital Goods,CA,Manual_Keyed
8572,2024-02-14 15:23:00,89,2945,mobile,Digital Goods,DE,Manual_Keyed
8573,2024-02-14 15:24:00,63,2945,mobile,Digital Goods,CA,Manual_Keyed
8574,2024-02-14 15:31:00,133,4506,web,Travel,CA,Chip
8575,2024-02-14 15:35:00,172,6688,mobile,Fashion,AU,Chip
8576,2024-02-14 15:39:00,293,1114,mobile,Travel,US,Chip
8577,2024-02-14 15:44:00,278,1330,mobile,Digital Goods,CA,Contactless
8578,2024-02-14 15:52:00,441,6537,web,Digital Goods,US,Contactless
8579,2024-02-14 15:53:00,56,5449,mobile,Digital Goods,UK,Manual_Keyed
8580,2024-02-14 15:54:00,64,5449,mobile,Digital Goods,DE,Manual_Keyed
8581,2024-02-14 15:54:00,81,5449,mobile,Digital Goods,DE,Manual_Keyed
8582,2024-02-14 15:55:00,87,5449,mobile,Digital Goods,CA,Manual_Keyed
8583,2024-02-14 15:56:00,64,5449,mobile,Digital Goods,CA,Manual_Keyed
8584,2024-02-14 15:56:00,84,5449,mobile,Digital Goods,UK,Manual_Keyed
8585,2024-02-14 16:08:00,490,1959,web,Digital Goods,CA,Chip
8586,2024-02-14 16:13:00,238,1941,tablet,Fashion,US,Contactless
8587,2024-02-14 16:14:00,66,2726,mobile,Digital Goods,DE,Manual_Keyed
8588,2024-02-14 16:15:00,71,2726,mobile,Digital Goods,UK,Manual_Keyed
8589,2024-02-14 16:15:00,56,2726,mobile,Digital Goods,CA,Manual_Keyed
8590,2024-02-14 16:16:00,69,2726,mobile,Digital Goods,AU,Manual_Keyed
8591,2024-02-14 16:16:00,89,2726,mobile,Digital Goods,AU,Manual_Keyed
8592,2024-02-14 16:17:00,61,2726,mobile,Digital Goods,AU,Manual_Keyed
8593,2024-02-14 16:18:00,87,6958,mobile,Digital Goods,DE,Manual_Keyed
8594,2024-02-14 16:18:00,72,6958,mobile,Digital Goods,DE,Manual_Keyed
8595,2024-02-14 16:19:00,67,6958,mobile,Digital Goods,DE,Manual_Keyed
8596,2024-02-14 16:20:00,83,6958,mobile,Digital Goods,AU,Manual_Keyed
8597,2024-02-14 16:20:00,53,6958,mobile,Digital Goods,AU,Manual_Keyed
8598,2024-02-14 16:21:00,88,6958,mobile,Digital Goods,UK,Manual_Keyed
8599,2024-02-14 16:21:00,58,6958,mobile,Digital Goods,UK,Manual_Keyed
8600,2024-02-14 16:22:00,77,5829,mobile,Digital Goods,UK,Manual_Keyed
8601,2024-02-14 16:22:00,86,5829,mobile,Digital Goods,UK,Manual_Keyed
8602,2024-02-14 16:23:00,83,5829,mobile,Digital Goods,DE,Manual_Keyed
8603,2024-02-14 16:25:00,473,1842,web,Grocery,DE,Contactless
8604,2024-02-14 16:33:00,176,4066,mobile,Travel,DE,Contactless
8605,2024-02-14 16:36:00,192,3621,web,Digital Goods,DE,Chip
8606,2024-02-14 16:42:00,257,7103,mobile,Grocery,DE,Chip
8607,2024-02-14 16:50:00,388,3618,mobile,Electronics,US,Chip
8608,2024-02-14 16:57:00,236,6372,mobile,Electronics,US,Contactless
8609,2024-02-14 16:59:00,124,7091,mobile,Travel,US,Contactless
8610,2024-02-14 17:05:00,100,7447,mobile,Fashion,US,Contactless
8611,2024-02-14 17:20:00,520,5625,web,Travel,UK,Manual_Keyed
8612,2024-02-14 17:29:00,245,3033,mobile,Digital Goods,US,Manual_Keyed
8613,2024-02-14 17:38:00,97,3757,mobile,Fashion,CA,Chip
8614,2024-02-14 17:39:00,59,5573,mobile,Digital Goods,DE,Manual_Keyed
8615,2024-02-14 17:39:00,60,5573,mobile,Digital Goods,CA,Manual_Keyed
8616,2024-02-14 17:40:00,60,5573,mobile,Digital Goods,DE,Manual_Keyed
8617,2024-02-14 17:41:00,81,5573,mobile,Digital Goods,UK,Manual_Keyed
8618,2024-02-14 17:44:00,244,2586,mobile,Travel,DE,Contactless
8619,2024-02-14 17:49:00,175,3085,mobile,Travel,CA,Manual_Keyed
8620,2024-02-14 17:54:00,111,1415,tablet,Grocery,US,Contactless
8621,2024-02-14 18:00:00,373,6536,web,Fashion,AU,Manual_Keyed
8622,2024-02-14 18:00:00,78,2555,mobile,Digital Goods,UK,Manual_Keyed
8623,2024-02-14 18:01:00,89,2555,mobile,Digital Goods,UK,Manual_Keyed
8624,2024-02-14 18:02:00,63,2555,mobile,Digital Goods,DE,Manual_Keyed
8625,2024-02-14 18:02:00,67,2555,mobile,Digital Goods,CA,Manual_Keyed
8626,2024-02-14 18:03:00,53,2555,mobile,Digital Goods,UK,Manual_Keyed
8627,2024-02-14 18:04:00,82,2555,mobile,Digital Goods,DE,Manual_Keyed
8628,2024-02-14 18:04:00,60,2555,mobile,Digital Goods,DE,Manual_Keyed
8629,2024-02-14 18:11:00,18,4219,tablet,Grocery,DE,Contactless
8630,2024-02-14 18:11:00,62,5617,mobile,Digital Goods,AU,Manual_Keyed
8631,2024-02-14 18:12:00,68,5617,mobile,Digital Goods,DE,Manual_Keyed
8632,2024-02-14 18:12:00,57,5617,mobile,Digital Goods,CA,Manual_Keyed
8633,2024-02-14 18:13:00,75,5617,mobile,Digital Goods,CA,Manual_Keyed
8634,2024-02-14 18:14:00,61,5617,mobile,Digital Goods,CA,Manual_Keyed
8635,2024-02-14 18:15:00,72,5617,mobile,Digital Goods,AU,Manual_Keyed
8636,2024-02-14 18:15:00,53,5617,mobile,Digital Goods,UK,Manual_Keyed
8637,2024-02-14 18:15:00,85,5237,mobile,Digital Goods,AU,Manual_Keyed
8638,2024-02-14 18:16:00,86,5237,mobile,Digital Goods,CA,Manual_Keyed
8639,2024-02-14 18:17:00,54,5237,mobile,Digital Goods,DE,Manual_Keyed
8640,2024-02-14 18:17:00,88,5237,mobile,Digital Goods,DE,Manual_Keyed
8641,2024-02-14 18:18:00,62,5237,mobile,Digital Goods,AU,Manual_Keyed
8642,2024-02-14 18:18:00,81,5237,mobile,Digital Goods,UK,Manual_Keyed
8643,2024-02-14 18:25:00,324,1582,mobile,Fashion,US,Contactless
8644,2024-02-14 18:25:00,56,1384,mobile,Digital Goods,DE,Manual_Keyed
8645,2024-02-14 18:26:00,66,1384,mobile,Digital Goods,DE,Manual_Keyed
8646,2024-02-14 18:26:00,84,1384,mobile,Digital Goods,AU,Manual_Keyed
8647,2024-02-14 18:27:00,82,1384,mobile,Digital Goods,CA,Manual_Keyed
8648,2024-02-14 18:28:00,62,1384,mobile,Digital Goods,UK,Manual_Keyed
8649,2024-02-14 18:28:00,73,1384,mobile,Digital Goods,UK,Manual_Keyed
8650,2024-02-14 18:31:00,476,1316,mobile,Travel,US,Contactless
8651,2024-02-14 18:35:00,239,7145,mobile,Electronics,AU,Chip
8652,2024-02-14 18:35:00,72,2246,mobile,Digital Goods,AU,Manual_Keyed
8653,2024-02-14 18:36:00,78,2246,mobile,Digital Goods,CA,Manual_Keyed
8654,2024-02-14 18:37:00,55,2246,mobile,Digital Goods,UK,Manual_Keyed
8655,2024-02-14 18:38:00,83,2246,mobile,Digital Goods,CA,Manual_Keyed
8656,2024-02-14 18:39:00,68,2246,mobile,Digital Goods,CA,Manual_Keyed
8657,2024-02-14 18:48:00,91,2748,web,Electronics,UK,Chip
8658,2024-02-14 18:49:00,54,5224,mobile,Digital Goods,CA,Manual_Keyed
8659,2024-02-14 18:49:00,74,5224,mobile,Digital Goods,UK,Manual_Keyed
8660,2024-02-14 18:50:00,57,5224,mobile,Digital Goods,AU,Manual_Keyed
8661,2024-02-14 18:50:00,89,5224,mobile,Digital Goods,CA,Manual_Keyed
8662,2024-02-14 18:51:00,63,5224,mobile,Digital Goods,AU,Manual_Keyed
8663,2024-02-14 18:51:00,87,5224,mobile,Digital Goods,AU,Manual_Keyed
8664,2024-02-14 19:06:00,83,5134,web,Electronics,DE,Contactless
8665,2024-02-14 19:10:00,15,7001,mobile,Digital Goods,US,Chip
8666,2024-02-14 19:18:00,387,7562,mobile,Electronics,US,Chip
8667,2024-02-14 19:29:00,54,2577,tablet,Grocery,DE,Chip
8668,2024-02-14 19:44:00,84,5102,mobile,Digital Goods,AU,Contactless
8669,2024-02-14 19:53:00,474,6981,web,Grocery,CA,Contactless
